,DevName,Freq,RSSI,SNR,SF,BW,CR,Time,Seq,Payload,Lat,Long,Dist,Prx,PL,height
0,ohm-01,868100000,-72,9.5,12,125,5-Apr,2018-07-04T12:27:54.593002Z,0,"Hello, GPS Coord (33.86536, 35.56462)",33.86536,35.56462,0.085290042,-72,92,0.2
1,ohm-01,868100000,-69,9.8,12,125,5-Apr,2018-07-04T12:28:05.37331Z,1,"Hello, GPS Coord (33.86536, 35.56462)",33.86536,35.56462,0.085290042,-69,89,0.2
2,ohm-01,868100000,-72,9.5,12,125,5-Apr,2018-07-04T12:28:16.049625Z,2,"Hello, GPS Coord (33.86534, 35.56452)",33.86534,35.56452,0.07769673,-72,92,0.2
3,ohm-01,868300000,-67,11,12,125,5-Apr,2018-07-04T12:28:27.379957Z,3,"Hello, GPS Coord (33.86534, 35.56452)",33.86534,35.56452,0.07769673,-67,87,0.2
4,ohm-01,868300000,-67,10.5,12,125,5-Apr,2018-07-04T12:28:38.596289Z,4,"Hello, GPS Coord (33.86534, 35.56452)",33.86534,35.56452,0.07769673,-67,87,0.2
5,ohm-01,868500000,-66,9.2,12,125,5-Apr,2018-07-04T12:28:50.02863Z,5,"Hello, GPS Coord (33.86534, 35.56452)",33.86534,35.56452,0.07769673,-66,86,0.2
6,ohm-01,868300000,-70,11.5,12,125,5-Apr,2018-07-04T12:29:00.700952Z,6,"Hello, GPS Coord (33.86534, 35.56452)",33.86534,35.56452,0.07769673,-70,90,0.2
7,ohm-01,868500000,-68,9.5,12,125,5-Apr,2018-07-04T12:29:11.809284Z,7,"Hello, GPS Coord (33.86534, 35.56452)",33.86534,35.56452,0.07769673,-68,88,0.2
8,ohm-01,868300000,-72,11.5,12,125,5-Apr,2018-07-04T12:29:23.031625Z,8,"Hello, GPS Coord (33.86534, 35.56452)",33.86534,35.56452,0.07769673,-72,92,0.2
9,ohm-01,868500000,-68,8,12,125,5-Apr,2018-07-04T12:29:34.465964Z,9,"Hello, GPS Coord (33.86534, 35.56452)",33.86534,35.56452,0.07769673,-68,88,0.2
10,ohm-01,868500000,-83,8.8,12,125,5-Apr,2018-07-04T12:37:20.17316Z,0,"Hello, GPS Coord (33.86536, 35.56504)",33.86536,35.56504,0.122215333,-83,103,0.2
11,ohm-01,868500000,-82,10.8,12,125,5-Apr,2018-07-04T12:37:30.737476Z,1,"Hello, GPS Coord (33.86536, 35.56504)",33.86536,35.56504,0.122215333,-82,102,0.2
12,ohm-01,868100000,-85,12.2,12,125,5-Apr,2018-07-04T12:37:41.6278Z,2,"Hello, GPS Coord (33.86536, 35.56504)",33.86536,35.56504,0.122215333,-85,105,0.2
13,ohm-01,868300000,-85,12.8,12,125,5-Apr,2018-07-04T12:37:52.630123Z,3,"Hello, GPS Coord (33.86536, 35.56504)",33.86536,35.56504,0.122215333,-85,105,0.2
14,ohm-01,868500000,-97,8.2,12,125,5-Apr,2018-07-04T12:38:03.628447Z,4,"Hello, GPS Coord (33.86536, 35.56504)",33.86536,35.56504,0.122215333,-97,117,0.2
15,ohm-01,868100000,-96,10,12,125,5-Apr,2018-07-04T12:38:14.628779Z,5,"Hello, GPS Coord (33.86536, 35.56504)",33.86536,35.56504,0.122215333,-96,116,0.2
16,ohm-01,868100000,-90,12.2,12,125,5-Apr,2018-07-04T12:38:25.73711Z,6,"Hello, GPS Coord (33.86536, 35.56504)",33.86536,35.56504,0.122215333,-90,110,0.2
17,ohm-01,868500000,-92,9.5,12,125,5-Apr,2018-07-04T12:38:36.735426Z,7,"Hello, GPS Coord (33.86536, 35.56504)",33.86536,35.56504,0.122215333,-92,112,0.2
18,ohm-01,868500000,-105,6.5,12,125,5-Apr,2018-07-04T12:38:47.737758Z,8,"Hello, GPS Coord (33.86536, 35.56504)",33.86536,35.56504,0.122215333,-105,125,0.2
19,ohm-01,868100000,-91,12.2,12,125,5-Apr,2018-07-04T12:38:58.844089Z,9,"Hello, GPS Coord (33.86536, 35.56504)",33.86536,35.56504,0.122215333,-91,111,0.2
20,ohm-01,868100000,-89,10.5,12,125,5-Apr,2018-07-04T12:45:59.184631Z,0,"Hello, GPS Coord (33.86559, 35.56507)",33.86559,35.56507,0.121080482,-89,109,0.2
21,ohm-01,868300000,-85,10.2,12,125,5-Apr,2018-07-04T12:46:09.860946Z,1,"Hello, GPS Coord (33.86559, 35.56507)",33.86559,35.56507,0.121080482,-85,105,0.2
22,ohm-01,868100000,-89,9.2,12,125,5-Apr,2018-07-04T12:46:20.53727Z,2,"Hello, GPS Coord (33.86559, 35.56507)",33.86559,35.56507,0.121080482,-89,109,0.2
23,ohm-01,868300000,-86,10,12,125,5-Apr,2018-07-04T12:46:31.213578Z,3,"Hello, GPS Coord (33.86559, 35.56507)",33.86559,35.56507,0.121080482,-86,106,0.2
24,ohm-01,868300000,-89,10.5,12,125,5-Apr,2018-07-04T12:46:41.995893Z,4,"Hello, GPS Coord (33.8656, 35.56511)",33.8656,35.56511,0.124725307,-89,109,0.2
25,ohm-01,868100000,-88,12.2,12,125,5-Apr,2018-07-04T12:47:03.234532Z,6,"Hello, GPS Coord (33.86561, 35.56511)",33.86561,35.56511,0.124690598,-88,108,0.2
26,ohm-01,868300000,-88,11.8,12,125,5-Apr,2018-07-04T12:47:13.910848Z,7,"Hello, GPS Coord (33.86561, 35.56511)",33.86561,35.56511,0.124690598,-88,108,0.2
27,ohm-01,868300000,-85,10.5,12,125,5-Apr,2018-07-04T12:47:24.583163Z,8,"Hello, GPS Coord (33.86561, 35.56511)",33.86561,35.56511,0.124690598,-85,105,0.2
28,ohm-01,868500000,-89,9,12,125,5-Apr,2018-07-04T12:47:35.255479Z,9,"Hello, GPS Coord (33.86561, 35.56511)",33.86561,35.56511,0.124690598,-89,109,0.2
29,ohm-01,868300000,-91,9.8,12,125,5-Apr,2018-07-04T12:54:31.042396Z,0,"Hello, GPS Coord (33.86587, 35.56513)",33.86587,35.56513,0.129051908,-91,111,0.2
30,ohm-01,868100000,-94,8.2,12,125,5-Apr,2018-07-04T12:54:42.150725Z,1,"Hello, GPS Coord (33.86587, 35.56513)",33.86587,35.56513,0.129051908,-94,114,0.2
31,ohm-01,868500000,-94,7.5,12,125,5-Apr,2018-07-04T12:54:53.045042Z,2,"Hello, GPS Coord (33.86587, 35.56513)",33.86587,35.56513,0.129051908,-94,114,0.2
32,ohm-01,868500000,-91,8,12,125,5-Apr,2018-07-04T12:55:03.939366Z,3,"Hello, GPS Coord (33.86587, 35.56513)",33.86587,35.56513,0.129051908,-91,111,0.2
33,ohm-01,868100000,-94,9.2,12,125,5-Apr,2018-07-04T12:55:14.829698Z,4,"Hello, GPS Coord (33.86587, 35.56513)",33.86587,35.56513,0.129051908,-94,114,0.2
34,ohm-01,868300000,-90,9.2,12,125,5-Apr,2018-07-04T12:55:25.612013Z,5,"Hello, GPS Coord (33.86587, 35.56513)",33.86587,35.56513,0.129051908,-90,110,0.2
35,ohm-01,868300000,-95,9.8,12,125,5-Apr,2018-07-04T12:55:36.396329Z,6,"Hello, GPS Coord (33.86587, 35.56513)",33.86587,35.56513,0.129051908,-95,115,0.2
36,ohm-01,868500000,-88,6.2,12,125,5-Apr,2018-07-04T12:55:47.286645Z,7,"Hello, GPS Coord (33.86587, 35.56513)",33.86587,35.56513,0.129051908,-88,108,0.2
37,ohm-01,868100000,-94,10,12,125,5-Apr,2018-07-04T12:56:00.027026Z,8,"Hello, GPS Coord (33.86587, 35.56513)",33.86587,35.56513,0.129051908,-94,114,0.2
38,ohm-01,868500000,-89,6,12,125,5-Apr,2018-07-04T12:56:10.80934Z,9,"Hello, GPS Coord (33.86587, 35.56513)",33.86587,35.56513,0.129051908,-89,109,0.2
39,ohm-01,868300000,-90,10,12,125,5-Apr,2018-07-04T13:03:21.960325Z,0,"Hello, GPS Coord (33.8663, 35.56499)",33.8663,35.56499,0.135215016,-90,110,0.2
40,ohm-01,868300000,-87,10.2,12,125,5-Apr,2018-07-04T13:03:32.522633Z,1,"Hello, GPS Coord (33.8663, 35.56499)",33.8663,35.56499,0.135215016,-87,107,0.2
41,ohm-01,868100000,-90,9.5,12,125,5-Apr,2018-07-04T13:03:43.198957Z,2,"Hello, GPS Coord (33.8663, 35.56499)",33.8663,35.56499,0.135215016,-90,110,0.2
42,ohm-01,868300000,-87,11.8,12,125,5-Apr,2018-07-04T13:03:53.875264Z,3,"Hello, GPS Coord (33.8663, 35.56499)",33.8663,35.56499,0.135215016,-87,107,0.2
43,ohm-01,868300000,-88,9,12,125,5-Apr,2018-07-04T13:04:04.65558Z,4,"Hello, GPS Coord (33.8663, 35.56499)",33.8663,35.56499,0.135215016,-88,108,0.2
44,ohm-01,868100000,-90,10,12,125,5-Apr,2018-07-04T13:04:15.437896Z,5,"Hello, GPS Coord (33.8663, 35.56499)",33.8663,35.56499,0.135215016,-90,110,0.2
45,ohm-01,868100000,-93,8.5,12,125,5-Apr,2018-07-04T13:04:26.220219Z,6,"Hello, GPS Coord (33.86631, 35.56499)",33.86631,35.56499,0.135821737,-93,113,0.2
46,ohm-01,868500000,-91,6.8,12,125,5-Apr,2018-07-04T13:04:36.896535Z,7,"Hello, GPS Coord (33.86631, 35.56499)",33.86631,35.56499,0.135821737,-91,111,0.2
47,ohm-01,868500000,-91,6.8,12,125,5-Apr,2018-07-04T13:04:47.786858Z,8,"Hello, GPS Coord (33.86631, 35.56499)",33.86631,35.56499,0.135821737,-91,111,0.2
48,ohm-01,868500000,-90,9,12,125,5-Apr,2018-07-04T13:04:58.569174Z,9,"Hello, GPS Coord (33.86631, 35.56499)",33.86631,35.56499,0.135821737,-90,110,0.2
49,ohm-01,868300000,-105,6.5,12,125,5-Apr,2018-07-04T13:12:02.776109Z,0,"Hello, GPS Coord (33.86657, 35.56471)",33.86657,35.56471,0.1356006,-105,125,0.2
50,ohm-01,868500000,-98,7,12,125,5-Apr,2018-07-04T13:12:13.558425Z,1,"Hello, GPS Coord (33.86657, 35.56471)",33.86657,35.56471,0.1356006,-98,118,0.2
51,ohm-01,868500000,-101,6.2,12,125,5-Apr,2018-07-04T13:12:24.34274Z,2,"Hello, GPS Coord (33.86657, 35.56471)",33.86657,35.56471,0.1356006,-101,121,0.2
52,ohm-01,868300000,-98,0.5,12,125,5-Apr,2018-07-04T13:12:35.233072Z,3,"Hello, GPS Coord (33.86657, 35.56471)",33.86657,35.56471,0.1356006,-98,118,0.2
53,ohm-01,868300000,-102,5.8,12,125,5-Apr,2018-07-04T13:12:46.017387Z,4,"Hello, GPS Coord (33.86657, 35.56471)",33.86657,35.56471,0.1356006,-102,122,0.2
54,ohm-01,868500000,-100,4.2,12,125,5-Apr,2018-07-04T13:12:56.907703Z,5,"Hello, GPS Coord (33.86657, 35.56471)",33.86657,35.56471,0.1356006,-100,120,0.2
55,ohm-01,868300000,-108,5,12,125,5-Apr,2018-07-04T13:13:07.690027Z,6,"Hello, GPS Coord (33.86657, 35.56471)",33.86657,35.56471,0.1356006,-108,128,0.2
56,ohm-01,868300000,-100,5.8,12,125,5-Apr,2018-07-04T13:13:18.474342Z,7,"Hello, GPS Coord (33.86657, 35.56471)",33.86657,35.56471,0.1356006,-100,120,0.2
57,ohm-01,868100000,-101,7.5,12,125,5-Apr,2018-07-04T13:13:40.144989Z,9,"Hello, GPS Coord (33.86657, 35.56471)",33.86657,35.56471,0.1356006,-101,121,0.2
58,ohm-01,868100000,-76,11.5,12,125,5-Apr,2018-07-04T13:21:55.514796Z,0,"Hello, GPS Coord (33.86643, 35.56403)",33.86643,35.56403,0.09131279,-76,96,0.2
59,ohm-01,868500000,-71,7.8,12,125,5-Apr,2018-07-04T13:22:06.081105Z,1,"Hello, GPS Coord (33.86643, 35.56403)",33.86643,35.56403,0.09131279,-71,91,0.2
60,ohm-01,868100000,-77,12.2,12,125,5-Apr,2018-07-04T13:22:16.753411Z,2,"Hello, GPS Coord (33.86643, 35.56403)",33.86643,35.56403,0.09131279,-77,97,0.2
61,ohm-01,868300000,-73,10,12,125,5-Apr,2018-07-04T13:22:27.319719Z,3,"Hello, GPS Coord (33.86643, 35.56403)",33.86643,35.56403,0.09131279,-73,93,0.2
62,ohm-01,868500000,-73,9.8,12,125,5-Apr,2018-07-04T13:22:37.992026Z,4,"Hello, GPS Coord (33.86643, 35.56403)",33.86643,35.56403,0.09131279,-73,93,0.2
63,ohm-01,868100000,-75,13.2,12,125,5-Apr,2018-07-04T13:22:48.664334Z,5,"Hello, GPS Coord (33.86643, 35.56403)",33.86643,35.56403,0.09131279,-75,95,0.2
64,ohm-01,868500000,-73,9.2,12,125,5-Apr,2018-07-04T13:22:59.336642Z,6,"Hello, GPS Coord (33.86643, 35.56403)",33.86643,35.56403,0.09131279,-73,93,0.2
65,ohm-01,868100000,-76,9,12,125,5-Apr,2018-07-04T13:23:10.008949Z,7,"Hello, GPS Coord (33.86643, 35.56403)",33.86643,35.56403,0.09131279,-76,96,0.2
66,ohm-01,868100000,-78,11,12,125,5-Apr,2018-07-04T13:23:20.789265Z,8,"Hello, GPS Coord (33.86643, 35.56403)",33.86643,35.56403,0.09131279,-78,98,0.2
67,ohm-01,868100000,-75,12.8,12,125,5-Apr,2018-07-04T13:23:31.571581Z,9,"Hello, GPS Coord (33.86643, 35.56403)",33.86643,35.56403,0.09131279,-75,95,0.2
68,ohm-01,868500000,-91,8.8,12,125,5-Apr,2018-07-04T13:30:43.118383Z,0,"Hello, GPS Coord (33.86639, 35.56332)",33.86639,35.56332,0.092764915,-91,111,0.2
69,ohm-01,868500000,-88,8.8,12,125,5-Apr,2018-07-04T13:30:54.770706Z,1,"Hello, GPS Coord (33.86641, 35.5633)",33.86641,35.5633,0.095575367,-88,108,0.2
70,ohm-01,868100000,-93,7.8,12,125,5-Apr,2018-07-04T13:31:05.335005Z,2,"Hello, GPS Coord (33.86642, 35.56329)",33.86642,35.56329,0.09698236,-93,113,0.2
71,ohm-01,868500000,-87,9.2,12,125,5-Apr,2018-07-04T13:31:16.005298Z,3,"Hello, GPS Coord (33.86642, 35.56329)",33.86642,35.56329,0.09698236,-87,107,0.2
72,ohm-01,868500000,-87,10.2,12,125,5-Apr,2018-07-04T13:31:26.45958Z,4,"Hello, GPS Coord (33.86638, 35.56326)",33.86638,35.56326,0.094349887,-87,107,0.2
73,ohm-01,868100000,-89,9.5,12,125,5-Apr,2018-07-04T13:31:37.025865Z,5,"Hello, GPS Coord (33.86641, 35.56336)",33.86641,35.56336,0.093245753,-89,109,0.2
74,ohm-01,868300000,-86,8.8,12,125,5-Apr,2018-07-04T13:31:58.370439Z,7,"Hello, GPS Coord (33.86641, 35.56338)",33.86641,35.56338,0.092529906,-86,106,0.2
75,ohm-01,868100000,-88,9.5,12,125,5-Apr,2018-07-04T13:32:09.042724Z,8,"Hello, GPS Coord (33.86641, 35.56337)",33.86641,35.56337,0.09288393,-88,108,0.2
76,ohm-01,868100000,-87,11.2,12,125,5-Apr,2018-07-04T13:32:19.825006Z,9,"Hello, GPS Coord (33.86642, 35.56338)",33.86642,35.56338,0.093559768,-87,107,0.2
77,ohm-01,868100000,-90,11,12,125,5-Apr,2018-07-04T13:39:44.262164Z,1,"Hello, GPS Coord (33.86637, 35.56294)",33.86637,35.56294,0.111000129,-90,110,0.2
78,ohm-01,868100000,-91,11.2,12,125,5-Apr,2018-07-04T13:39:54.498455Z,2,"Hello, GPS Coord (33.86637, 35.56294)",33.86637,35.56294,0.111000129,-91,111,0.2
79,ohm-01,868300000,-86,10.8,12,125,5-Apr,2018-07-04T13:40:04.842755Z,3,"Hello, GPS Coord (33.86637, 35.56294)",33.86637,35.56294,0.111000129,-86,106,0.2
80,ohm-01,868500000,-89,10,12,125,5-Apr,2018-07-04T13:40:15.083045Z,4,"Hello, GPS Coord (33.86637, 35.56294)",33.86637,35.56294,0.111000129,-89,109,0.2
81,ohm-01,868500000,-88,10.2,12,125,5-Apr,2018-07-04T13:40:25.541346Z,5,"Hello, GPS Coord (33.86637, 35.56294)",33.86637,35.56294,0.111000129,-88,108,0.2
82,ohm-01,868100000,-89,11.8,12,125,5-Apr,2018-07-04T13:40:35.999653Z,6,"Hello, GPS Coord (33.86637, 35.56294)",33.86637,35.56294,0.111000129,-89,109,0.2
83,ohm-01,868500000,-89,9.5,12,125,5-Apr,2018-07-04T13:40:46.453945Z,7,"Hello, GPS Coord (33.86637, 35.56294)",33.86637,35.56294,0.111000129,-89,109,0.2
84,ohm-01,868300000,-86,12.2,12,125,5-Apr,2018-07-04T13:40:58.000286Z,8,"Hello, GPS Coord (33.86637, 35.56294)",33.86637,35.56294,0.111000129,-86,106,0.2
85,ohm-01,868300000,-88,10.8,12,125,5-Apr,2018-07-04T13:41:08.458584Z,9,"Hello, GPS Coord (33.86637, 35.56294)",33.86637,35.56294,0.111000129,-88,108,0.2
86,ohm-01,868500000,-72,8,12,125,5-Apr,2018-07-04T13:49:48.836984Z,0,"Hello, GPS Coord (33.86614, 35.5625)",33.86614,35.5625,0.128938412,-72,92,0.2
87,ohm-01,868100000,-72,11.5,12,125,5-Apr,2018-07-04T13:49:59.621299Z,1,"Hello, GPS Coord (33.86614, 35.5625)",33.86614,35.5625,0.128938412,-72,92,0.2
88,ohm-01,868100000,-72,12.5,12,125,5-Apr,2018-07-04T13:50:10.621623Z,2,"Hello, GPS Coord (33.86614, 35.5625)",33.86614,35.5625,0.128938412,-72,92,0.2
89,ohm-01,868500000,-69,10.5,12,125,5-Apr,2018-07-04T13:50:21.511939Z,3,"Hello, GPS Coord (33.86614, 35.5625)",33.86614,35.5625,0.128938412,-69,89,0.2
90,ohm-01,868100000,-73,7.8,12,125,5-Apr,2018-07-04T13:50:32.296263Z,4,"Hello, GPS Coord (33.86614, 35.5625)",33.86614,35.5625,0.128938412,-73,93,0.2
91,ohm-01,868300000,-71,11.5,12,125,5-Apr,2018-07-04T13:50:43.186578Z,5,"Hello, GPS Coord (33.86614, 35.5625)",33.86614,35.5625,0.128938412,-71,91,0.2
92,ohm-01,868100000,-73,11.5,12,125,5-Apr,2018-07-04T13:50:54.186902Z,6,"Hello, GPS Coord (33.86614, 35.5625)",33.86614,35.5625,0.128938412,-73,93,0.2
93,ohm-01,868500000,-71,9,12,125,5-Apr,2018-07-04T13:51:05.295226Z,7,"Hello, GPS Coord (33.86614, 35.5625)",33.86614,35.5625,0.128938412,-71,91,0.2
94,ohm-01,868500000,-72,8.2,12,125,5-Apr,2018-07-04T13:51:16.511557Z,8,"Hello, GPS Coord (33.86614, 35.5625)",33.86614,35.5625,0.128938412,-72,92,0.2
95,ohm-01,868300000,-70,11,12,125,5-Apr,2018-07-04T13:51:27.729889Z,9,"Hello, GPS Coord (33.86614, 35.5625)",33.86614,35.5625,0.128938412,-70,90,0.2
96,ohm-02,868100000,-81,9.8,12,125,5-Apr,2018-07-05T12:06:58.515327Z,1,"Hello, GPS Coord (33.86628, 35.5622)",33.86628,35.5622,0.160656275,-81,101,0.2
97,ohm-02,868100000,-83,11.5,12,125,5-Apr,2018-07-05T12:07:08.52561Z,2,"Hello, GPS Coord (33.86628, 35.5622)",33.86628,35.5622,0.160656275,-83,103,0.2
98,ohm-02,868300000,-79,11.8,12,125,5-Apr,2018-07-05T12:07:18.535892Z,3,"Hello, GPS Coord (33.86628, 35.5622)",33.86628,35.5622,0.160656275,-79,99,0.2
99,ohm-02,868500000,-81,9.5,12,125,5-Apr,2018-07-05T12:07:28.546185Z,4,"Hello, GPS Coord (33.86628, 35.5622)",33.86628,35.5622,0.160656275,-81,101,0.2
100,ohm-02,868100000,-83,9.2,12,125,5-Apr,2018-07-05T12:07:38.556476Z,5,"Hello, GPS Coord (33.86628, 35.5622)",33.86628,35.5622,0.160656275,-83,103,0.2
101,ohm-02,868100000,-80,11,12,125,5-Apr,2018-07-05T12:07:48.566768Z,6,"Hello, GPS Coord (33.86628, 35.5622)",33.86628,35.5622,0.160656275,-80,100,0.2
102,ohm-02,868100000,-79,10.5,12,125,5-Apr,2018-07-05T12:07:58.577059Z,7,"Hello, GPS Coord (33.86628, 35.5622)",33.86628,35.5622,0.160656275,-79,99,0.2
103,ohm-02,868100000,-81,10,12,125,5-Apr,2018-07-05T12:08:08.58735Z,8,"Hello, GPS Coord (33.86628, 35.5622)",33.86628,35.5622,0.160656275,-81,101,0.2
104,ohm-02,868500000,-78,6.5,12,125,5-Apr,2018-07-05T12:08:18.597634Z,9,"Hello, GPS Coord (33.86628, 35.5622)",33.86628,35.5622,0.160656275,-78,98,0.2
105,ohm-02,868300000,-106,1,12,125,5-Apr,2018-07-05T12:14:20.738693Z,0,"Hello, GPS Coord (33.86625, 35.56209)",33.86625,35.56209,0.168450753,-106,126,0.2
106,ohm-02,868500000,-100,7.5,12,125,5-Apr,2018-07-05T12:14:30.748993Z,1,"Hello, GPS Coord (33.86625, 35.56209)",33.86625,35.56209,0.168450753,-100,120,0.2
107,ohm-02,868100000,-97,10.5,12,125,5-Apr,2018-07-05T12:14:40.759292Z,2,"Hello, GPS Coord (33.86625, 35.56209)",33.86625,35.56209,0.168450753,-97,117,0.2
108,ohm-02,868300000,-96,6.5,12,125,5-Apr,2018-07-05T12:14:50.769592Z,3,"Hello, GPS Coord (33.86625, 35.56209)",33.86625,35.56209,0.168450753,-96,116,0.2
109,ohm-02,868500000,-107,5.8,12,125,5-Apr,2018-07-05T12:15:00.779883Z,4,"Hello, GPS Coord (33.86625, 35.56209)",33.86625,35.56209,0.168450753,-107,127,0.2
110,ohm-02,868300000,-97,8,12,125,5-Apr,2018-07-05T12:15:20.800474Z,6,"Hello, GPS Coord (33.86625, 35.56209)",33.86625,35.56209,0.168450753,-97,117,0.2
111,ohm-02,868300000,-90,8.5,12,125,5-Apr,2018-07-05T12:15:30.810765Z,7,"Hello, GPS Coord (33.86625, 35.56209)",33.86625,35.56209,0.168450753,-90,110,0.2
112,ohm-02,868100000,-94,8.8,12,125,5-Apr,2018-07-05T12:15:40.821065Z,8,"Hello, GPS Coord (33.86625, 35.56209)",33.86625,35.56209,0.168450753,-94,114,0.2
113,ohm-02,868100000,-94,10.5,12,125,5-Apr,2018-07-05T12:15:50.831356Z,9,"Hello, GPS Coord (33.86625, 35.56209)",33.86625,35.56209,0.168450753,-94,114,0.2
114,ohm-02,868300000,-88,10.2,12,125,5-Apr,2018-07-05T12:22:14.537047Z,0,"Hello, GPS Coord (33.86598, 35.56196)",33.86598,35.56196,0.170440159,-88,108,0.2
115,ohm-02,868100000,-93,10,12,125,5-Apr,2018-07-05T12:22:24.547331Z,1,"Hello, GPS Coord (33.86598, 35.56196)",33.86598,35.56196,0.170440159,-93,113,0.2
116,ohm-02,868300000,-91,8.8,12,125,5-Apr,2018-07-05T12:22:34.557614Z,2,"Hello, GPS Coord (33.86598, 35.56196)",33.86598,35.56196,0.170440159,-91,111,0.2
117,ohm-02,868300000,-91,9.5,12,125,5-Apr,2018-07-05T12:22:44.567881Z,3,"Hello, GPS Coord (33.86598, 35.56196)",33.86598,35.56196,0.170440159,-91,111,0.2
118,ohm-02,868100000,-93,8.2,12,125,5-Apr,2018-07-05T12:22:54.578157Z,4,"Hello, GPS Coord (33.86598, 35.56196)",33.86598,35.56196,0.170440159,-93,113,0.2
119,ohm-02,868100000,-92,10.8,12,125,5-Apr,2018-07-05T12:23:04.588432Z,5,"Hello, GPS Coord (33.86598, 35.56196)",33.86598,35.56196,0.170440159,-92,112,0.2
120,ohm-02,868500000,-90,9,12,125,5-Apr,2018-07-05T12:23:14.5987Z,6,"Hello, GPS Coord (33.86598, 35.56196)",33.86598,35.56196,0.170440159,-90,110,0.2
121,ohm-02,868100000,-91,9.2,12,125,5-Apr,2018-07-05T12:23:24.608975Z,7,"Hello, GPS Coord (33.86598, 35.56196)",33.86598,35.56196,0.170440159,-91,111,0.2
122,ohm-02,868100000,-91,10,12,125,5-Apr,2018-07-05T12:23:34.619242Z,8,"Hello, GPS Coord (33.86598, 35.56196)",33.86598,35.56196,0.170440159,-91,111,0.2
123,ohm-02,868300000,-92,8.2,12,125,5-Apr,2018-07-05T12:23:44.629502Z,9,"Hello, GPS Coord (33.86598, 35.56196)",33.86598,35.56196,0.170440159,-92,112,0.2
124,ohm-02,868100000,-96,9,12,125,5-Apr,2018-07-05T12:30:04.617032Z,0,"Hello, GPS Coord (33.86567, 35.56206)",33.86567,35.56206,0.156996978,-96,116,0.2
125,ohm-02,868100000,-94,11,12,125,5-Apr,2018-07-05T12:30:14.627299Z,1,"Hello, GPS Coord (33.86567, 35.56206)",33.86567,35.56206,0.156996978,-94,114,0.2
126,ohm-02,868500000,-95,8,12,125,5-Apr,2018-07-05T12:30:24.637558Z,2,"Hello, GPS Coord (33.86567, 35.56206)",33.86567,35.56206,0.156996978,-95,115,0.2
127,ohm-02,868500000,-98,8,12,125,5-Apr,2018-07-05T12:30:34.647818Z,3,"Hello, GPS Coord (33.86567, 35.56206)",33.86567,35.56206,0.156996978,-98,118,0.2
128,ohm-02,868100000,-97,9.8,12,125,5-Apr,2018-07-05T12:30:44.658085Z,4,"Hello, GPS Coord (33.86567, 35.56206)",33.86567,35.56206,0.156996978,-97,117,0.2
129,ohm-02,868300000,-94,7.8,12,125,5-Apr,2018-07-05T12:30:54.668337Z,5,"Hello, GPS Coord (33.86567, 35.56206)",33.86567,35.56206,0.156996978,-94,114,0.2
130,ohm-02,868500000,-93,8.8,12,125,5-Apr,2018-07-05T12:31:04.678596Z,6,"Hello, GPS Coord (33.86567, 35.56206)",33.86567,35.56206,0.156996978,-93,113,0.2
131,ohm-02,868300000,-93,9,12,125,5-Apr,2018-07-05T12:31:14.688855Z,7,"Hello, GPS Coord (33.86567, 35.56206)",33.86567,35.56206,0.156996978,-93,113,0.2
132,ohm-02,868100000,-97,9.2,12,125,5-Apr,2018-07-05T12:31:24.699115Z,8,"Hello, GPS Coord (33.86567, 35.56206)",33.86567,35.56206,0.156996978,-97,117,0.2
133,ohm-02,868100000,-95,9.5,12,125,5-Apr,2018-07-05T12:31:34.709374Z,9,"Hello, GPS Coord (33.86567, 35.56206)",33.86567,35.56206,0.156996978,-95,115,0.2
134,ohm-02,868500000,-105,0.5,12,125,5-Apr,2018-07-05T12:38:43.719145Z,0,"Hello, GPS Coord (33.86535, 35.56214)",33.86535,35.56214,0.153011881,-105,125,0.2
135,ohm-02,868500000,-103,0.8,12,125,5-Apr,2018-07-05T12:38:53.72942Z,1,"Hello, GPS Coord (33.86535, 35.56214)",33.86535,35.56214,0.153011881,-103,123,0.2
136,ohm-02,868100000,-103,7.2,12,125,5-Apr,2018-07-05T12:39:03.739703Z,2,"Hello, GPS Coord (33.86535, 35.56214)",33.86535,35.56214,0.153011881,-103,123,0.2
137,ohm-02,868100000,-105,6.8,12,125,5-Apr,2018-07-05T12:39:13.749987Z,3,"Hello, GPS Coord (33.86535, 35.56214)",33.86535,35.56214,0.153011881,-105,125,0.2
138,ohm-02,868300000,-103,5.2,12,125,5-Apr,2018-07-05T12:39:23.760262Z,4,"Hello, GPS Coord (33.86535, 35.56214)",33.86535,35.56214,0.153011881,-103,123,0.2
139,ohm-02,868500000,-102,3.2,12,125,5-Apr,2018-07-05T12:39:33.770538Z,5,"Hello, GPS Coord (33.86535, 35.56214)",33.86535,35.56214,0.153011881,-102,122,0.2
140,ohm-02,868100000,-106,7.8,12,125,5-Apr,2018-07-05T12:39:43.780829Z,6,"Hello, GPS Coord (33.86535, 35.56214)",33.86535,35.56214,0.153011881,-106,126,0.2
141,ohm-02,868300000,-103,6.5,12,125,5-Apr,2018-07-05T12:39:53.791112Z,7,"Hello, GPS Coord (33.86535, 35.56214)",33.86535,35.56214,0.153011881,-103,123,0.2
