,DevName,Freq,RSSI,SNR,SF,BW,CR,Time,Seq,Payload,Lat,Long,Dist,Prx,PL,height
731,ohm-02,868100000,-72,8.5,12,125,5-Apr,2018-07-05T13:11:39.240026Z,24,"Hello, GPS Coord (33.86483, 35.56358)",33.86483,35.56358,0.091588394,-72,92,3
732,ohm-02,868500000,-73,8.2,12,125,5-Apr,2018-07-05T13:11:49.250301Z,25,"Hello, GPS Coord (33.86483, 35.56358)",33.86483,35.56358,0.091588394,-73,93,3
733,ohm-02,868500000,-72,7.8,12,125,5-Apr,2018-07-05T13:11:59.260592Z,26,"Hello, GPS Coord (33.86483, 35.56358)",33.86483,35.56358,0.091588394,-72,92,3
734,ohm-02,868500000,-75,7.2,12,125,5-Apr,2018-07-05T13:12:09.270884Z,27,"Hello, GPS Coord (33.86483, 35.56358)",33.86483,35.56358,0.091588394,-75,95,3
735,ohm-02,868100000,-73,10.2,12,125,5-Apr,2018-07-05T13:12:19.281175Z,28,"Hello, GPS Coord (33.86483, 35.56358)",33.86483,35.56358,0.091588394,-73,93,3
736,ohm-02,868500000,-72,8,12,125,5-Apr,2018-07-05T13:12:29.291459Z,29,"Hello, GPS Coord (33.86483, 35.56358)",33.86483,35.56358,0.091588394,-72,92,3
737,ohm-02,868500000,-94,7.8,12,125,5-Apr,2018-07-05T13:20:29.30763Z,20,"Hello, GPS Coord (33.86487, 35.56426)",33.86487,35.56426,0.097273029,-94,114,3
738,ohm-02,868500000,-87,9,12,125,5-Apr,2018-07-05T13:20:39.317914Z,21,"Hello, GPS Coord (33.86487, 35.56426)",33.86487,35.56426,0.097273029,-87,107,3
739,ohm-02,868100000,-89,10.2,12,125,5-Apr,2018-07-05T13:20:49.328205Z,22,"Hello, GPS Coord (33.86487, 35.56426)",33.86487,35.56426,0.097273029,-89,109,3
740,ohm-02,868300000,-89,9,12,125,5-Apr,2018-07-05T13:20:59.338496Z,23,"Hello, GPS Coord (33.86487, 35.56426)",33.86487,35.56426,0.097273029,-89,109,3
741,ohm-02,868100000,-90,9.5,12,125,5-Apr,2018-07-05T13:21:09.34878Z,24,"Hello, GPS Coord (33.86487, 35.56426)",33.86487,35.56426,0.097273029,-90,110,3
742,ohm-02,868300000,-84,9.2,12,125,5-Apr,2018-07-05T13:21:19.359063Z,25,"Hello, GPS Coord (33.86487, 35.56426)",33.86487,35.56426,0.097273029,-84,104,3
743,ohm-02,868300000,-89,9,12,125,5-Apr,2018-07-05T13:21:29.369355Z,26,"Hello, GPS Coord (33.86487, 35.56426)",33.86487,35.56426,0.097273029,-89,109,3
744,ohm-02,868300000,-86,9.2,12,125,5-Apr,2018-07-05T13:21:39.379638Z,27,"Hello, GPS Coord (33.86487, 35.56426)",33.86487,35.56426,0.097273029,-86,106,3
745,ohm-02,868500000,-89,8.8,12,125,5-Apr,2018-07-05T13:21:49.389921Z,28,"Hello, GPS Coord (33.86487, 35.56426)",33.86487,35.56426,0.097273029,-89,109,3
746,ohm-02,868100000,-88,11,12,125,5-Apr,2018-07-05T13:21:59.400213Z,29,"Hello, GPS Coord (33.86487, 35.56426)",33.86487,35.56426,0.097273029,-88,108,3
747,ohm-02,868100000,-79,10.5,12,125,5-Apr,2018-07-05T13:28:37.867948Z,20,"Hello, GPS Coord (33.86487, 35.56457)",33.86487,35.56457,0.113683909,-79,99,3
748,ohm-02,868300000,-85,11,12,125,5-Apr,2018-07-05T13:28:47.878232Z,21,"Hello, GPS Coord (33.86487, 35.56457)",33.86487,35.56457,0.113683909,-85,105,3
749,ohm-02,868300000,-85,9,12,125,5-Apr,2018-07-05T13:28:57.888515Z,22,"Hello, GPS Coord (33.86487, 35.56457)",33.86487,35.56457,0.113683909,-85,105,3
750,ohm-02,868500000,-85,9.5,12,125,5-Apr,2018-07-05T13:29:07.898798Z,23,"Hello, GPS Coord (33.86487, 35.56457)",33.86487,35.56457,0.113683909,-85,105,3
751,ohm-02,868500000,-85,8.8,12,125,5-Apr,2018-07-05T13:29:17.909082Z,24,"Hello, GPS Coord (33.86487, 35.56457)",33.86487,35.56457,0.113683909,-85,105,3
752,ohm-02,868300000,-81,10,12,125,5-Apr,2018-07-05T13:29:27.919373Z,25,"Hello, GPS Coord (33.86487, 35.56457)",33.86487,35.56457,0.113683909,-81,101,3
753,ohm-02,868500000,-85,9.5,12,125,5-Apr,2018-07-05T13:29:37.929657Z,26,"Hello, GPS Coord (33.86487, 35.56457)",33.86487,35.56457,0.113683909,-85,105,3
754,ohm-02,868100000,-80,12,12,125,5-Apr,2018-07-05T13:29:47.939948Z,27,"Hello, GPS Coord (33.86487, 35.56457)",33.86487,35.56457,0.113683909,-80,100,3
755,ohm-02,868300000,-83,12.5,12,125,5-Apr,2018-07-05T13:29:57.950232Z,28,"Hello, GPS Coord (33.86487, 35.56457)",33.86487,35.56457,0.113683909,-83,103,3
756,ohm-02,868300000,-81,9.5,12,125,5-Apr,2018-07-05T13:30:07.960515Z,29,"Hello, GPS Coord (33.86487, 35.56457)",33.86487,35.56457,0.113683909,-81,101,3
757,ohm-02,868100000,-68,11.2,12,125,5-Apr,2018-07-05T13:38:40.003257Z,20,"Hello, GPS Coord (33.8659, 35.56453)",33.8659,35.56453,0.076747764,-68,88,3
758,ohm-02,868300000,-65,11.2,12,125,5-Apr,2018-07-05T13:38:50.013542Z,21,"Hello, GPS Coord (33.8659, 35.56453)",33.8659,35.56453,0.076747764,-65,85,3
759,ohm-02,868300000,-69,10.5,12,125,5-Apr,2018-07-05T13:39:00.023832Z,22,"Hello, GPS Coord (33.8659, 35.56453)",33.8659,35.56453,0.076747764,-69,89,3
760,ohm-02,868300000,-66,10.5,12,125,5-Apr,2018-07-05T13:39:10.034122Z,23,"Hello, GPS Coord (33.8659, 35.56453)",33.8659,35.56453,0.076747764,-66,86,3
761,ohm-02,868500000,-65,9.2,12,125,5-Apr,2018-07-05T13:39:20.044408Z,24,"Hello, GPS Coord (33.8659, 35.56453)",33.8659,35.56453,0.076747764,-65,85,3
762,ohm-02,868500000,-67,9.5,12,125,5-Apr,2018-07-05T13:39:30.054697Z,25,"Hello, GPS Coord (33.8659, 35.56453)",33.8659,35.56453,0.076747764,-67,87,3
763,ohm-02,868300000,-67,10.5,12,125,5-Apr,2018-07-05T13:39:40.064991Z,26,"Hello, GPS Coord (33.8659, 35.56453)",33.8659,35.56453,0.076747764,-67,87,3
764,ohm-02,868500000,-66,9.2,12,125,5-Apr,2018-07-05T13:39:50.075272Z,27,"Hello, GPS Coord (33.8659, 35.56453)",33.8659,35.56453,0.076747764,-66,86,3
765,ohm-02,868300000,-67,11,12,125,5-Apr,2018-07-05T13:40:00.085563Z,28,"Hello, GPS Coord (33.8659, 35.56453)",33.8659,35.56453,0.076747764,-67,87,3
766,ohm-02,868300000,-66,8.2,12,125,5-Apr,2018-07-05T13:40:10.095857Z,29,"Hello, GPS Coord (33.8659, 35.56453)",33.8659,35.56453,0.076747764,-66,86,3
767,ohm-02,868300000,-78,11.5,12,125,5-Apr,2018-07-05T13:53:04.514094Z,0,"Hello, GPS Coord (33.86586, 35.56362)",33.86586,35.56362,0.027668034,-78,98,3
768,ohm-02,868100000,-75,9.5,12,125,5-Apr,2018-07-05T13:53:14.524362Z,1,"Hello, GPS Coord (33.86586, 35.56362)",33.86586,35.56362,0.027668034,-75,95,3
769,ohm-02,868500000,-73,8.5,12,125,5-Apr,2018-07-05T13:53:24.53463Z,2,"Hello, GPS Coord (33.86586, 35.56362)",33.86586,35.56362,0.027668034,-73,93,3
770,ohm-02,868300000,-75,10.5,12,125,5-Apr,2018-07-05T13:53:34.544897Z,3,"Hello, GPS Coord (33.86586, 35.56362)",33.86586,35.56362,0.027668034,-75,95,3
771,ohm-02,868300000,-74,9.8,12,125,5-Apr,2018-07-05T13:53:44.555173Z,4,"Hello, GPS Coord (33.86586, 35.56362)",33.86586,35.56362,0.027668034,-74,94,3
772,ohm-02,868300000,-73,10,12,125,5-Apr,2018-07-05T13:53:54.565448Z,5,"Hello, GPS Coord (33.86586, 35.56362)",33.86586,35.56362,0.027668034,-73,93,3
773,ohm-02,868300000,-79,9.8,12,125,5-Apr,2018-07-05T13:54:04.575723Z,6,"Hello, GPS Coord (33.86586, 35.56362)",33.86586,35.56362,0.027668034,-79,99,3
774,ohm-02,868500000,-77,9.8,12,125,5-Apr,2018-07-05T13:54:14.585991Z,7,"Hello, GPS Coord (33.86586, 35.56362)",33.86586,35.56362,0.027668034,-77,97,3
775,ohm-02,868500000,-84,8.2,12,125,5-Apr,2018-07-05T13:54:24.596266Z,8,"Hello, GPS Coord (33.86586, 35.56362)",33.86586,35.56362,0.027668034,-84,104,3
776,ohm-02,868500000,-81,7.8,12,125,5-Apr,2018-07-05T13:54:34.606549Z,9,"Hello, GPS Coord (33.86586, 35.56362)",33.86586,35.56362,0.027668034,-81,101,3
777,ohm-02,868500000,-101,7,12,125,5-Apr,2018-07-05T14:00:42.323114Z,20,"Hello, GPS Coord (33.86585, 35.56316)",33.86585,35.56316,0.060118375,-101,121,3
778,ohm-02,868100000,-100,8.8,12,125,5-Apr,2018-07-05T14:00:52.333406Z,21,"Hello, GPS Coord (33.86585, 35.56316)",33.86585,35.56316,0.060118375,-100,120,3
779,ohm-02,868100000,-101,6.8,12,125,5-Apr,2018-07-05T14:01:02.343697Z,22,"Hello, GPS Coord (33.86585, 35.56316)",33.86585,35.56316,0.060118375,-101,121,3
780,ohm-02,868500000,-102,6.2,12,125,5-Apr,2018-07-05T14:01:12.35398Z,23,"Hello, GPS Coord (33.86585, 35.56316)",33.86585,35.56316,0.060118375,-102,122,3
781,ohm-02,868300000,-101,8.2,12,125,5-Apr,2018-07-05T14:01:22.364272Z,24,"Hello, GPS Coord (33.86585, 35.56316)",33.86585,35.56316,0.060118375,-101,121,3
782,ohm-02,868300000,-101,7.5,12,125,5-Apr,2018-07-05T14:01:32.374555Z,25,"Hello, GPS Coord (33.86585, 35.56316)",33.86585,35.56316,0.060118375,-101,121,3
783,ohm-02,868500000,-99,7,12,125,5-Apr,2018-07-05T14:01:42.384847Z,26,"Hello, GPS Coord (33.86585, 35.56316)",33.86585,35.56316,0.060118375,-99,119,3
784,ohm-02,868500000,-102,7.2,12,125,5-Apr,2018-07-05T14:01:52.395138Z,27,"Hello, GPS Coord (33.86585, 35.56316)",33.86585,35.56316,0.060118375,-102,122,3
785,ohm-02,868500000,-97,6.2,12,125,5-Apr,2018-07-05T14:02:02.405429Z,28,"Hello, GPS Coord (33.86585, 35.56316)",33.86585,35.56316,0.060118375,-97,117,3
786,ohm-02,868300000,-97,7.5,12,125,5-Apr,2018-07-05T14:02:12.415729Z,29,"Hello, GPS Coord (33.86585, 35.56316)",33.86585,35.56316,0.060118375,-97,117,3
