,DevName,Freq,RSSI,SNR,SF,BW,CR,Time,Seq,Payload,Lat,Long,Dist,Prx,PL
620,ohm-02,868300000,-119,-6,12,125,5-Apr,2018-08-21T07:52:58.163083Z,34,"Hello, GPS Coord (33.73765, 35.78729)",33.73765,35.78729,9.682051986,-125,145
621,ohm-02,868300000,-117,-9.8,12,125,5-Apr,2018-08-21T07:53:08.617398Z,35,"Hello, GPS Coord (33.73765, 35.78729)",33.73765,35.78729,9.682051986,-126.8,146.8
87,ohm-01,868100000,-120,-4.8,12,125,5-Apr,2018-08-21T07:51:25.367731Z,25,"Hello, GPS Coord (33.73766, 35.78723)",33.73766,35.78723,9.680965866,-124.8,144.8
88,ohm-01,868100000,-117,-6,12,125,5-Apr,2018-08-21T07:51:35.715998Z,26,"Hello, GPS Coord (33.73766, 35.78723)",33.73766,35.78723,9.680965866,-123,143
614,ohm-02,868300000,-113,-12,12,125,5-Apr,2018-08-21T07:44:59.574781Z,95,"Hello, GPS Coord (33.73765, 35.78724)",33.73765,35.78724,9.680289893,-125,145
615,ohm-02,868300000,-112,-10.5,12,125,5-Apr,2018-08-21T07:45:20.265396Z,97,"Hello, GPS Coord (33.73765, 35.78724)",33.73765,35.78724,9.680289893,-122.5,142.5
616,ohm-02,868300000,-116,-10.2,12,125,5-Apr,2018-08-21T07:45:30.611704Z,98,"Hello, GPS Coord (33.73765, 35.78724)",33.73765,35.78724,9.680289893,-126.2,146.2
1040,ohm-5,868500000,-117,-1.2,12,125,5-Apr,2018-08-21T07:45:00.131717Z,45,"Hello, GPS Coord (33.73763, 35.78729)",33.73763,35.78729,9.679996162,-118.2,138.2
1041,ohm-5,868500000,-120,-1.5,12,125,5-Apr,2018-08-21T07:45:10.475985Z,46,"Hello, GPS Coord (33.73763, 35.78729)",33.73763,35.78729,9.679996162,-121.5,141.5
1042,ohm-5,868500000,-113,1,12,125,5-Apr,2018-08-21T07:45:20.716252Z,47,"Hello, GPS Coord (33.73763, 35.78729)",33.73763,35.78729,9.679996162,-113,133
1043,ohm-5,868500000,-116,-1,12,125,5-Apr,2018-08-21T07:45:32.260553Z,48,"Hello, GPS Coord (33.73763, 35.78729)",33.73763,35.78729,9.679996162,-117,137
1044,ohm-5,868500000,-117,-9.5,12,125,5-Apr,2018-08-21T07:45:43.694844Z,49,"Hello, GPS Coord (33.73763, 35.78729)",33.73763,35.78729,9.679996162,-126.5,146.5
92,ohm-01,868100000,-119,-6.8,12,125,5-Apr,2018-08-21T07:52:20.367262Z,30,"Hello, GPS Coord (33.73763, 35.78724)",33.73763,35.78724,9.678233694,-125.8,145.8
93,ohm-01,868100000,-117,1.2,12,125,5-Apr,2018-08-21T07:52:32.019592Z,31,"Hello, GPS Coord (33.73763, 35.78724)",33.73763,35.78724,9.678233694,-117,137
94,ohm-01,868100000,-111,-1,12,125,5-Apr,2018-08-21T07:52:43.567926Z,32,"Hello, GPS Coord (33.73763, 35.78724)",33.73763,35.78724,9.678233694,-112,132
95,ohm-01,868100000,-119,-1.2,12,125,5-Apr,2018-08-21T07:52:54.022224Z,33,"Hello, GPS Coord (33.73763, 35.78724)",33.73763,35.78724,9.678233694,-120.2,140.2
96,ohm-01,868100000,-115,-6.8,12,125,5-Apr,2018-08-21T07:53:05.568557Z,34,"Hello, GPS Coord (33.73763, 35.78724)",33.73763,35.78724,9.678233694,-121.8,141.8
973,ohm-02,868300000,-119,-2,12,125,5-Apr,2018-08-21T14:20:24.987104Z,120,"Hello, GPS Coord (33.69495, 35.84103)",33.69495,35.84103,9.629754953,-121,141
1440,ohm-5,868500000,-114,-9.5,12,125,5-Apr,2018-08-21T14:20:17.466429Z,124,"Hello, GPS Coord (33.69446, 35.84107)",33.69446,35.84107,9.609459172,-123.5,143.5
554,ohm-01,868100000,-119,-2.8,12,125,5-Apr,2018-08-21T14:20:15.987637Z,124,"Hello, GPS Coord (33.69432, 35.84079)",33.69432,35.84079,9.579374341,-121.8,141.8
972,ohm-02,868300000,-111,-3.8,12,125,5-Apr,2018-08-21T14:20:14.092813Z,119,"Hello, GPS Coord (33.69435, 35.84074)",33.69435,35.84074,9.576639626,-114.8,134.8
971,ohm-02,868300000,-114,-13,12,125,5-Apr,2018-08-21T14:20:02.442479Z,118,"Hello, GPS Coord (33.69324, 35.84025)",33.69324,35.84025,9.482927427,-127,147
553,ohm-01,868100000,-113,-16,12,125,5-Apr,2018-08-21T14:19:53.774988Z,122,"Hello, GPS Coord (33.69313, 35.8402)",33.69313,35.8402,9.473568577,-129,149
970,ohm-02,868300000,-105,-6,12,125,5-Apr,2018-08-21T14:19:50.900163Z,117,"Hello, GPS Coord (33.69195, 35.83966)",33.69195,35.83966,9.373426307,-111,131
969,ohm-02,868300000,-111,-8.5,12,125,5-Apr,2018-08-21T14:19:27.80645Z,115,"Hello, GPS Coord (33.68909, 35.83831)",33.68909,35.83831,9.131591659,-119.5,139.5
552,ohm-01,868100000,-119,-2.8,12,125,5-Apr,2018-08-21T14:19:31.448347Z,120,"Hello, GPS Coord (33.68907, 35.83826)",33.68907,35.83826,9.126465011,-121.8,141.8
622,ohm-02,868300000,-119,-15.8,12,125,5-Apr,2018-08-21T07:53:51.750653Z,39,"Hello, GPS Coord (33.73332, 35.78393)",33.73332,35.78393,9.119069545,-134.8,154.8
1439,ohm-5,868500000,-115,-12.5,12,125,5-Apr,2018-08-21T14:19:22.263128Z,119,"Hello, GPS Coord (33.68805, 35.83801)",33.68805,35.83801,9.061591602,-127.5,147.5
97,ohm-01,868100000,-121,-14.2,12,125,5-Apr,2018-08-21T07:54:00.24612Z,39,"Hello, GPS Coord (33.7328, 35.78356)",33.7328,35.78356,9.052689419,-135.2,155.2
1048,ohm-5,868500000,-120,-6.8,12,125,5-Apr,2018-08-21T08:01:03.755491Z,31,"Hello, GPS Coord (33.73278, 35.78354)",33.73278,35.78354,9.049939373,-126.8,146.8
1049,ohm-5,868500000,-118,-7.8,12,125,5-Apr,2018-08-21T08:01:14.755775Z,32,"Hello, GPS Coord (33.73278, 35.78354)",33.73278,35.78354,9.049939373,-125.8,145.8
1046,ohm-5,868500000,-115,-8,12,125,5-Apr,2018-08-21T07:54:19.664399Z,41,"Hello, GPS Coord (33.73278, 35.78352)",33.73278,35.78352,9.049255952,-123,143
1047,ohm-5,868500000,-120,-10,12,125,5-Apr,2018-08-21T08:00:52.753207Z,30,"Hello, GPS Coord (33.73277, 35.78354)",33.73277,35.78354,9.048906173,-130,150
