index,rssi,snr,sf
226,-91,10.00,11
227,-91,10.00,11
228,-90,12.00,11
229,-89,11.00,11
230,-91,10.50,11
231,-91,9.75,11
232,-90,10.25,11
233,-92,9.00,11
234,-90,10.75,11
235,-89,10.75,11
236,-90,11.00,11
237,-90,11.00,11
238,-90,11.25,11
239,-90,11.00,11
240,-89,12.00,11
241,-90,10.50,11
242,-90,10.75,11
243,-90,11.75,11
244,-90,11.75,11
245,-90,11.25,11
246,-90,11.00,11
247,-89,11.00,11
248,-88,9.50,11
249,-89,11.50,11
250,-89,9.00,12
251,-89,9.00,12
252,-90,8.75,12
253,-90,8.50,12
254,-96,7.00,12
255,-91,8.50,12
256,-88,8.75,12
257,-90,8.75,12
258,-88,9.50,12
259,-91,8.75,12
260,-92,9.25,12
261,-91,8.75,12
262,-92,8.00,12
263,-88,9.50,12
264,-88,8.50,12
265,-89,10.50,12
266,-87,9.50,12
267,-89,9.25,12
268,-89,9.50,12
269,-92,8.50,12
270,-92,8.25,12
271,-94,9.00,12
272,-88,9.25,12
273,-89,8.25,12
274,-91,8.25,12
275,-88,9.25,12
276,-94,8.75,12
277,-90,9.50,12
278,-89,9.75,12
279,-91,8.50,12
280,-91,9.00,12
281,-89,8.50,12
282,-90,10.00,12
283,-88,9.00,12
284,-88,9.75,12
285,-89,9.50,12
286,-89,9.50,12
287,-89,9.75,12
288,-90,9.50,12
289,-90,9.25,12
290,-89,10.00,12
291,-89,10.00,12
292,-90,9.00,12
293,-90,9.50,12
294,-88,9.25,12
295,-89,9.50,12
296,-89,9.25,12
297,-90,8.50,12
298,-92,9.25,12
299,-88,8.50,12
300,-89,9.50,7
301,-89,9.25,7
302,-96,7.50,7
303,-86,9.50,7
304,-86,9.50,7
305,-87,9.25,7
306,-86,9.25,7
307,-88,9.25,7
308,-88,9.50,7
309,-89,9.50,7
310,-88,9.75,7
311,-89,9.75,7
312,-88,9.75,7
313,-88,10.00,7
314,-87,9.25,7
315,-88,9.50,7
316,-86,9.50,7
317,-88,9.50,7
318,-87,9.50,7
319,-87,9.25,7
320,-87,9.25,7
321,-88,9.25,7
322,-87,9.50,7
324,-87,9.25,7
325,-86,9.75,7
326,-86,12.00,7
327,-87,9.25,7
328,-86,9.50,7
329,-87,9.25,7
330,-87,12.00,7
331,-87,9.50,7
332,-87,9.50,7
333,-87,10.00,7
334,-86,9.25,7
335,-87,12.00,7
336,-87,9.50,7
337,-86,9.50,7
338,-86,9.50,7
339,-86,9.25,7
340,-86,11.75,7
341,-86,9.50,7
342,-86,9.00,7
343,-86,9.25,7
344,-86,10.00,7
345,-87,9.50,7
346,-87,9.25,7
347,-86,10.00,7
348,-87,9.50,7
349,-86,9.25,7
350,-87,11.75,8
351,-86,11.75,8
352,-86,12.25,8
353,-86,11.75,8
354,-87,12.00,8
355,-86,11.75,8
356,-86,11.50,8
357,-86,11.75,8
358,-86,11.75,8
359,-87,11.50,8
360,-87,11.75,8
361,-87,11.75,8
362,-87,12.00,8
363,-87,11.75,8
364,-87,12.00,8
365,-87,11.50,8
366,-87,11.50,8
367,-87,11.75,8
368,-87,12.00,8
369,-87,12.00,8
370,-87,11.75,8
371,-87,11.75,8
372,-87,12.00,8
373,-86,11.75,8
374,-86,12.00,8
375,-86,11.75,8
376,-87,11.75,8
377,-87,12.25,8
378,-87,11.50,8
379,-86,11.75,8
380,-87,12.00,8
381,-86,11.75,8
382,-86,11.75,8
383,-87,11.75,8
384,-87,11.50,8
385,-87,11.75,8
386,-87,12.00,8
387,-86,12.00,8
388,-86,12.00,8
389,-86,12.00,8
390,-87,11.50,8
391,-87,11.75,8
392,-87,11.50,8
393,-86,11.50,8
394,-86,11.75,8
395,-87,12.00,8
396,-86,11.75,8
397,-87,11.75,8
398,-87,11.75,8
399,-87,11.50,8
400,-88,13.25,9
401,-88,13.00,9
402,-87,13.50,9
403,-88,13.00,9
404,-88,13.25,9
405,-88,12.75,9
406,-88,13.00,9
407,-88,13.00,9
408,-87,13.00,9
409,-87,13.25,9
410,-88,13.00,9
411,-87,13.25,9
412,-88,13.00,9
413,-88,13.00,9
414,-88,13.25,9
415,-88,12.75,9
416,-89,12.75,9
417,-88,13.25,9
418,-88,13.00,9
419,-89,12.75,9
420,-88,13.00,9
421,-88,13.00,9
422,-89,12.75,9
423,-88,13.00,9
424,-87,13.00,9
425,-88,13.00,9
426,-88,13.00,9
427,-88,12.75,9
428,-88,12.75,9
429,-89,13.00,9
430,-88,12.75,9
431,-88,12.75,9
432,-89,12.75,9
433,-88,13.00,9
434,-88,12.75,9
435,-88,13.00,9
436,-87,13.25,9
437,-87,12.50,9
438,-87,13.50,9
439,-87,13.25,9
440,-87,12.50,9
441,-87,13.00,9
442,-88,13.25,9
443,-89,12.75,9
444,-88,12.75,9
445,-88,13.25,9
446,-87,13.00,9
447,-87,13.25,9
448,-87,12.50,9
449,-88,12.75,9
450,-88,13.25,10
451,-88,13.00,10
452,-87,11.25,10
453,-88,12.50,10
454,-87,11.00,10
455,-92,10.75,10
456,-87,11.75,10
457,-87,10.75,10
458,-86,10.00,10
459,-92,10.00,10
460,-89,11.25,10
461,-87,12.00,10
462,-87,12.25,10
463,-88,13.25,10
464,-88,12.25,10
465,-89,13.00,10
466,-88,13.25,10
467,-87,12.75,10
468,-87,13.00,10
469,-87,12.25,10
470,-87,10.75,10
471,-87,10.50,10
472,-87,11.75,10
473,-87,10.75,10
474,-88,13.75,10
475,-87,12.75,10
476,-87,11.75,10
477,-87,11.25,10
478,-87,13.75,10
479,-88,13.50,10
480,-88,13.25,10
481,-88,13.75,10
482,-88,13.75,10
483,-87,13.00,10
484,-87,11.25,10
485,-87,12.00,10
486,-86,10.25,10
487,-88,13.50,10
488,-87,11.25,10
489,-87,11.25,10
490,-87,11.50,10
491,-87,12.25,10
492,-87,12.75,10
493,-87,9.25,10
494,-87,12.75,10
495,-86,10.75,10
496,-86,10.00,10
497,-87,9.50,10
498,-91,10.50,10
499,-88,11.25,10
500,-88,9.25,11
501,-92,9.50,11
502,-89,10.25,11
503,-88,10.50,11
504,-88,9.00,11
505,-87,9.25,11
506,-88,9.50,11
507,-88,9.00,11
508,-89,11.25,11
509,-88,8.00,11
510,-89,10.75,11
511,-89,10.25,11
512,-88,9.25,11
513,-88,10.25,11
514,-89,10.00,11
515,-89,11.25,11
516,-95,9.00,11
517,-91,9.50,11
518,-90,10.75,11
519,-91,10.25,11
520,-90,10.75,11
521,-87,9.50,11
522,-89,10.25,11
523,-88,9.75,11
524,-89,11.00,11
525,-88,9.25,11
526,-88,10.25,11
527,-90,10.00,11
528,-89,10.00,11
529,-87,10.00,11
530,-87,8.75,11
531,-90,11.00,11
532,-88,11.00,11
533,-88,8.75,11
534,-89,10.25,11
535,-90,11.25,11
536,-89,10.25,11
537,-90,11.50,11
538,-90,11.50,11
539,-92,9.50,11
540,-88,10.00,11
541,-86,10.00,11
542,-93,9.75,11
543,-88,9.50,11
544,-95,8.50,11
545,-88,11.25,11
546,-88,10.50,11
547,-87,9.50,11
548,-94,8.75,11
549,-86,10.75,11
550,-91,8.25,12
551,-90,8.00,12
552,-89,9.25,12
553,-88,9.00,12
554,-89,8.75,12
555,-89,9.25,12
556,-88,9.75,12
557,-88,8.75,12
558,-87,9.25,12
559,-88,9.25,12
560,-91,8.75,12
561,-87,9.00,12
562,-91,8.75,12
563,-88,9.25,12
564,-88,10.00,12
565,-90,9.00,12
566,-88,9.00,12
567,-90,9.25,12
568,-87,9.00,12
569,-89,9.75,12
570,-89,9.00,12
571,-88,9.75,12
572,-88,8.75,12
573,-88,9.00,12
574,-88,9.50,12
575,-88,8.50,12
576,-88,8.75,12
577,-88,11.75,12
578,-88,8.75,12
579,-88,9.25,12
580,-87,9.25,12
581,-86,9.00,12
582,-89,9.25,12
583,-89,9.75,12
584,-88,10.25,12
585,-88,11.00,12
586,-88,10.00,12
587,-89,10.25,12
588,-87,9.25,12
589,-86,8.75,12
590,-89,9.75,12
591,-91,8.00,12
592,-88,9.50,12
593,-89,9.50,12
594,-91,8.25,12
595,-86,9.25,12
596,-85,8.25,12
597,-88,9.25,12
598,-86,8.50,12
599,-88,9.50,12
600,-88,9.50,7
601,-84,12.25,7
602,-86,9.25,7
603,-85,9.00,7
604,-85,9.50,7
605,-86,9.25,7
606,-86,9.75,7
607,-86,9.50,7
608,-86,9.50,7
609,-87,9.00,7
610,-85,9.50,7
611,-84,9.75,7
612,-84,9.50,7
613,-85,9.50,7
614,-87,9.75,7
615,-91,9.00,7
616,-84,9.75,7
617,-86,9.25,7
618,-92,8.75,7
619,-88,9.50,7
620,-87,11.75,7
621,-86,9.50,7
