index,rssi,snr,sf
279,-106,-11.25,10
280,-106,-11.50,10
281,-106,-9.00,10
282,-106,-10.75,10
283,-105,-12.50,10
284,-106,-11.25,10
285,-106,-10.25,10
286,-106,-10.50,10
287,-104,-12.00,10
288,-105,-10.75,10
289,-106,-11.25,10
290,-106,-11.75,10
291,-106,-13.00,10
292,-105,-13.00,10
293,-106,-12.00,10
294,-107,-12.25,10
295,-106,-11.75,10
296,-105,-13.00,10
297,-106,-11.25,10
298,-106,-9.75,10
299,-106,-10.75,10
330,-105,-12.50,9
331,-105,-12.00,9
332,-105,-11.75,9
333,-105,-10.25,9
334,-106,-10.50,9
335,-105,-11.75,9
336,-104,-11.00,9
337,-105,-10.25,9
338,-105,-11.00,9
339,-105,-10.25,9
340,-105,-10.75,9
341,-105,-11.50,9
342,-105,-12.25,9
343,-105,-11.50,9
344,-104,-11.25,9
345,-105,-12.00,9
346,-105,-11.75,9
347,-105,-10.75,9
348,-105,-12.25,9
349,-105,-11.50,9
350,-105,-11.75,9
351,-106,-11.25,9
352,-105,-11.75,9
353,-105,-9.75,9
354,-104,-11.25,9
355,-105,-11.75,9
356,-104,-10.75,9
357,-104,-11.00,9
358,-105,-11.25,9
359,-105,-11.00,9
360,-105,-12.00,9
361,-105,-12.75,9
363,-105,-15.75,9
364,-106,-14.75,9
365,-104,-14.50,9
366,-105,-13.00,9
367,-105,-10.75,9
368,-105,-10.75,9
369,-105,-10.50,9
370,-105,-9.75,9
371,-105,-11.25,9
372,-105,-11.00,9
373,-105,-11.00,9
374,-105,-11.75,9
375,-105,-10.25,9
376,-105,-9.75,9
377,-105,-9.25,9
378,-103,-10.50,9
379,-105,-9.50,9
380,-105,-9.25,9
381,-105,-9.25,9
382,-105,-10.00,9
383,-105,-11.25,9
384,-105,-9.75,9
385,-104,-9.50,9
386,-105,-9.75,9
387,-105,-9.75,9
388,-105,-10.00,9
389,-105,-10.00,9
390,-105,-9.25,9
391,-105,-8.75,9
392,-105,-9.75,9
393,-105,-6.75,9
394,-104,-9.50,9
395,-105,-8.50,9
396,-105,-8.25,9
397,-105,-7.50,9
398,-105,-8.00,9
399,-104,-7.75,9
400,-104,-9.25,9
401,-105,-8.75,9
402,-105,-9.00,9
403,-105,-9.00,9
404,-105,-8.75,9
405,-105,-8.75,9
406,-105,-9.00,9
407,-105,-8.50,9
408,-105,-8.50,9
409,-105,-7.75,9
410,-105,-9.00,9
440,-105,-9.75,8
441,-105,-9.75,8
442,-104,-10.25,8
443,-105,-9.25,8
444,-105,-8.75,8
445,-105,-10.50,8
446,-105,-9.75,8
447,-104,-8.75,8
448,-104,-8.00,8
449,-105,-9.00,8
450,-105,-10.25,8
451,-105,-10.25,8
452,-105,-10.50,8
453,-105,-9.50,8
454,-105,-9.75,8
455,-104,-9.75,8
456,-104,-10.50,8
457,-104,-10.50,8
458,-105,-9.75,8
459,-105,-10.50,8
460,-105,-10.00,8
461,-105,-9.75,8
462,-105,-9.75,8
463,-105,-9.75,8
464,-104,-9.75,8
465,-105,-9.25,8
466,-104,-8.75,8
467,-105,-9.50,8
468,-105,-9.25,8
469,-105,-9.25,8
470,-105,-9.00,8
471,-105,-9.00,8
472,-105,-11.00,8
473,-105,-10.00,8
474,-105,-7.25,8
475,-105,-7.75,8
476,-105,-8.75,8
477,-105,-9.75,8
478,-105,-8.75,8
479,-105,-8.25,8
480,-105,-8.50,8
481,-104,-10.00,8
482,-104,-10.75,8
483,-103,-12.25,8
484,-105,-9.50,8
485,-105,-9.75,8
486,-105,-9.75,8
487,-105,-9.75,8
488,-105,-10.00,8
489,-104,-9.25,8
490,-104,-9.25,8
491,-104,-9.25,8
492,-104,-10.50,8
493,-104,-9.00,8
494,-104,-10.00,8
495,-105,-9.50,8
496,-105,-9.50,8
497,-105,-10.00,8
498,-104,-9.25,8
499,-104,-9.50,8
500,-104,-9.50,8
501,-105,-9.75,8
502,-104,-9.75,8
503,-105,-11.00,8
504,-105,-10.75,8
505,-104,-10.00,8
506,-105,-9.25,8
507,-104,-10.50,8
508,-104,-10.00,8
509,-104,-9.75,8
510,-105,-10.00,8
511,-104,-10.75,8
512,-104,-9.50,8
513,-105,-11.00,8
514,-105,-10.50,8
515,-105,-10.75,8
516,-104,-9.50,8
517,-104,-11.25,8
518,-104,-9.50,8
519,-105,-9.50,8
553,-105,-9.00,7
559,-104,-9.00,7
560,-104,-9.75,7
563,-104,-8.75,7
565,-104,-9.00,7
566,-104,-9.00,7
568,-104,-9.25,7
575,-104,-8.50,7
576,-104,-8.75,7
577,-104,-9.75,7
580,-104,-9.50,'
585,-105,-8.25,7
586,-104,-8.50,7
592,-104,-10.25,7
593,-105,-9.25,7
597,-105,-8.50,7
598,-105,-10.00,7
601,-104,-9.00,7
602,-105,-8.50,7
603,-107,-7.00,7
604,-104,-9.25,7
605,-106,-5.25,7
606,-107,-5.50,7
607,-106,-6.00,7
608,-107,-6.50,7
609,-107,-8.00,7
610,-107,-8.25,7
611,-108,-8.00,7
613,-106,-8.25,7
614,-108,-6.75,7
615,-107,-7.00,7
616,-107,-6.25,7
617,-107,-6.50,7
618,-106,-8.00,7
619,-105,-8.50,7
620,-107,-7.00,7
622,-107,-7.75,7
623,-106,-7.75,7
624,-107,-8.75,7
625,-106,-8.25,7
626,-107,-8.50,7
627,-106,-8.25,7
628,-105,-9.25,7
629,-106,-7.25,7
630,-105,-8.00,7
631,-106,-7.25,7
632,-106,-7.25,7
633,-107,-7.75,7
634,-105,-9.00,7
635,-106,-6.50,7
636,-107,-7.75,7
637,-106,-6.00,7
638,-106,-6.25,7
639,-107,-6.50,7
640,-106,-5.25,7
641,-107,-6.25,7
642,-107,-7.00,7
643,-106,-6.75,7
644,-106,-7.00,7
645,-106,-7.25,7
660,-107,-6.75,12
661,-106,-7.50,12
662,-106,-7.75,12
663,-106,-8.00,12
664,-106,-8.00,12
665,-106,-7.75,12
666,-106,-8.00,12
667,-107,-8.00,12
668,-106,-8.50,12
669,-107,-8.00,12
670,-107,-7.75,12
671,-106,-7.75,12
672,-106,-8.50,12
673,-106,-7.50,12
674,-107,-8.00,12
675,-106,-7.50,12
676,-107,-7.75,12
677,-106,-7.75,12
678,-106,-7.50,12
679,-107,-7.00,12
680,-106,-3.75,12
681,-107,-5.75,12
682,-106,-3.75,12
683,-107,-5.50,12
684,-106,-6.75,12
685,-106,-6.25,12
686,-106,-7.25,12
687,-106,-6.50,12
688,-105,-7.25,12
689,-106,-4.00,12
690,-106,-5.75,12
691,-106,-5.25,12
692,-106,-4.50,12
693,-106,-5.50,12
694,-107,-5.00,12
695,-106,-5.50,12
696,-106,-6.00,12
697,-106,-5.25,12
698,-106,-6.75,12
699,-107,-5.50,12
700,-106,-4.50,12
701,-106,-10.25,12
702,-106,-4.75,12
703,-107,-12.50,12
704,-106,-10.25,12
705,-107,-9.50,12
706,-107,-8.25,12
707,-106,-7.75,12
708,-107,-11.25,12
709,-107,-13.00,12
710,-107,-11.00,12
711,-107,-11.00,12
712,-107,-11.75,12
713,-106,-11.75,12
714,-106,-10.75,12
715,-106,-10.75,12
716,-107,-9.50,12
717,-106,-11.75,12
718,-107,-12.75,12
719,-107,-12.25,12
720,-106,-12.25,12
721,-107,-10.75,12
722,-107,-10.50,12
723,-106,-13.00,12
724,-107,-10.00,12
725,-106,-10.00,12
726,-106,-11.00,12
727,-107,-10.25,12
728,-106,-9.00,12
729,-107,-11.50,12
730,-106,-10.25,12
731,-107,-7.00,12
732,-106,-7.50,12
733,-106,-10.00,12
734,-107,-12.75,12
735,-106,-6.75,12
736,-106,-9.25,12
737,-107,-8.50,12
738,-106,-8.00,12
739,-106,-5.75,12
