82 -69 1 f1
83 -69 1 f1
84 -70 1 f1
85 -69 1 f1
86 -68 1 f1
87 -67 1 f1
88 -69 1 f1
89 -67 1 f1
90 -67 1 f1
91 -68 1 f1
92 -68 1 f1
93 -69 1 f1
94 -68 1 f1
95 -70 1 f1
96 -70 1 f1
97 -71 1 f1
98 -70 1 f1
99 -68 1 f1
100 -72 1 f1
101 -71 1 f1
102 -65 1 f1
103 -68 1 f1
104 -65 1 f1
105 -66 1 f1
106 -68 1 f1
107 -68 1 f1
108 -70 1 f1
109 -71 1 f1
110 -74 1 f1
111 -69 1 f1
112 -69 1 f1
113 -70 1 f1
114 -68 1 f1
115 -69 1 f1
116 -68 1 f1
117 -67 1 f1
118 -66 1 f1
119 -65 1 f1
120 -67 1 f1

146 -79 1 f2
147 -80 1 f2
148 -82 1 f2
149 -79 1 f2
150 -80 1 f2
151 -79 1 f2
152 -80 1 f2
153 -80 1 f2
154 -80 1 f2
155 -80 1 f2
156 -81 1 f2
157 -83 1 f2
158 -83 1 f2
159 -85 1 f2
160 -85 1 f2
161 -84 1 f2
162 -84 1 f2
163 -81 1 f2
164 -82 1 f2
165 -82 1 f2
166 -83 1 f2
167 -83 1 f2
168 -84 1 f2
169 -83 1 f2
170 -81 1 f2
171 -81 1 f2
172 -81 1 f2
173 -80 1 f2
174 -80 1 f2
175 -80 1 f2
176 -80 1 f2
177 -80 1 f2
178 -81 1 f2
179 -80 1 f2
180 -82 1 f2
181 -81 1 f2
182 -81 1 f2
183 -82 1 f2
184 -82 1 f2
185 -81 1 f2
186 -81 1 f2
187 -80 1 f2
188 -81 1 f2
189 -81 1 f2
190 -80 1 f2
191 -79 1 f2
192 -79 1 f2
193 -81 1 f2
194 -85 1 f2
195 -84 1 f2
196 -90 1 f2
197 -86 1 f2
198 -84 1 f2
199 -84 1 f2
200 -91 1 f2
201 -81 1 f2
202 -83 1 f2
203 -84 1 f2
204 -85 1 f2
205 -84 1 f2
206 -85 1 f2
207 -85 1 f2
208 -85 1 f2
209 -86 1 f2
210 -85 1 f2
211 -84 1 f2
212 -86 1 f2
213 -86 1 f2
214 -85 1 f2
215 -93 1 f2
216 -86 1 f2
217 -93 1 f2
218 -88 1 f2
219 -90 1 f2
220 -94 1 f2
221 -88 1 f2
222 -88 1 f2
223 -86 1 f2
224 -87 1 f2
225 -87 1 f2
226 -87 1 f2
227 -86 1 f2
228 -89 1 f2
229 -85 1 f2
230 -78 1 f2
231 -76 1 f2
232 -80 1 f2
233 -80 1 f2
234 -80 1 f2
235 -81 1 f2
236 -80 1 f2
237 -80 1 f2
238 -81 1 f2
239 -82 1 f2
240 -85 1 f2
241 -83 1 f2
242 -83 1 f2
243 -81 1 f2
244 -82 1 f2
245 -80 1 f2
246 -81 1 f2
247 -81 1 f2
248 -80 1 f2
249 -82 1 f2
250 -81 1 f2
251 -82 1 f2
252 -82 1 f2
253 -82 1 f2
254 -83 1 f2
255 -83 1 f2
256 -82 1 f2
257 -82 1 f2
258 -82 1 f2
259 -83 1 f2
260 -82 1 f2
261 -81 1 f2
262 -80 1 f2
263 -80 1 f2
264 -80 1 f2
265 -84 1 f2
266 -82 1 f2
267 -83 1 f2
268 -82 1 f2
269 -83 1 f2
270 -85 1 f2
271 -85 1 f2
272 -85 1 f2
273 -85 1 f2
274 -83 1 f2
275 -81 1 f2
276 -84 1 f2
277 -80 1 f2
278 -81 1 f2
279 -81 1 f2
280 -81 1 f2
281 -82 1 f2
282 -83 1 f2
283 -80 1 f2
284 -85 1 f2
285 -83 1 f2
286 -82 1 f2
287 -82 1 f2
288 -84 1 f2
289 -81 1 f2
290 -80 1 f2
291 -77 1 f2
292 -75 1 f2
293 -78 1 f2
294 -77 1 f2
295 -78 1 f2
296 -78 1 f2
297 -80 1 f2
298 -80 1 f2
299 -76 1 f2
300 -78 1 f2
301 -79 1 f2
302 -79 1 f2
303 -79 1 f2
304 -80 1 f2
305 -79 1 f2
306 -79 1 f2
307 -79 1 f2
308 -79 1 f2
309 -78 1 f2
310 -75 1 f2
311 -75 1 f2
312 -75 1 f2
313 -76 1 f2
314 -79 1 f2
315 -74 1 f2
316 -75 1 f2
317 -76 1 f2
318 -76 1 f2
319 -76 1 f2
320 -75 1 f2
321 -77 1 f2
322 -77 1 f2
323 -77 1 f2
324 -77 1 f2
325 -75 1 f2
326 -75 1 f2
327 -76 1 f2
328 -77 1 f2
329 -79 1 f2
330 -79 1 f2
331 -80 1 f2
332 -82 1 f2
333 -81 1 f2
334 -89 1 f2
