index,rssi,snr,sf
122,-107,-11.50,11
123,-107,-10.25,11
124,-107,-11.25,11
125,-107,-10.75,11
126,-107,-11.50,11
127,-107,-10.75,11
128,-107,-10.25,11
129,-107,-10.75,11
130,-107,-11.00,11
131,-107,-10.75,11
132,-107,-11.50,11
133,-107,-11.75,11
134,-107,-11.00,11
135,-107,-12.50,11
136,-107,-11.25,11
137,-107,-11.50,11
138,-107,-10.75,11
139,-107,-10.25,11
140,-107,-9.25,11
141,-107,-9.75,11
142,-107,-9.75,11
143,-107,-10.00,11
144,-107,-10.00,11
145,-107,-9.50,11
146,-107,-10.25,11
147,-107,-11.25,11
148,-107,-10.75,11
149,-107,-10.75,11
150,-107,-10.00,11
151,-107,-10.00,11
152,-107,-9.50,11
153,-107,-9.25,11
154,-107,-11.00,11
155,-106,-10.50,11
156,-107,-9.25,11
157,-107,-10.50,11
158,-107,-9.50,11
159,-107,-10.50,11
160,-107,-10.75,11
161,-107,-10.50,11
162,-107,-10.50,11
163,-107,-10.75,11
164,-107,-11.00,11
165,-107,-10.25,11
166,-107,-10.50,11
167,-107,-10.50,11
168,-107,-10.25,11
169,-107,-9.25,11
170,-107,-10.00,11
171,-107,-10.25,11
172,-107,-12.25,11
173,-107,-11.75,11
174,-107,-12.25,11
175,-107,-11.00,11
176,-107,-12.00,11
177,-107,-11.50,11
178,-107,-11.50,11
179,-106,-11.75,11
180,-107,-11.75,11
181,-107,-10.75,11
182,-107,-10.00,11
183,-107,-11.75,11
184,-107,-11.00,11
185,-107,-10.75,11
186,-107,-10.50,11
187,-107,-11.00,11
188,-108,-10.25,11
189,-107,-11.25,11
190,-107,-10.50,11
191,-107,-10.00,11
192,-108,-10.50,11
193,-107,-10.00,11
194,-107,-9.75,11
195,-107,-9.75,11
196,-107,-10.00,11
197,-107,-8.75,11
198,-107,-12.50,11
199,-107,-12.75,11
200,-108,-14.00,11
201,-108,-13.25,11
202,-107,-11.75,11
203,-108,-13.00,11
204,-108,-12.50,11
205,-108,-11.75,11
206,-107,-11.25,11
207,-107,-10.75,11
208,-108,-12.50,11
209,-107,-12.00,11
220,-108,-11.25,10
221,-107,-13.00,10
222,-108,-11.00,10
223,-108,-11.75,10
224,-107,-12.50,10
225,-107,-14.25,10
226,-107,-12.25,10
227,-107,-12.50,10
228,-107,-12.75,10
229,-107,-14.25,10
230,-107,-12.75,10
231,-108,-12.75,10
232,-108,-13.75,10
233,-107,-13.75,10
234,-107,-13.25,10
235,-107,-13.50,10
236,-108,-13.00,10
237,-108,-12.75,10
238,-108,-13.00,10
239,-107,-13.00,10
240,-108,-12.50,10
241,-107,-12.00,10
242,-108,-12.50,10
243,-107,-13.00,10
244,-108,-14.25,10
245,-107,-14.25,10
246,-108,-13.50,10
247,-107,-12.25,10
248,-107,-14.50,10
249,-107,-12.75,10
250,-107,-13.50,10
251,-107,-13.50,10
252,-108,-13.00,10
253,-108,-12.75,10
254,-107,-11.50,10
255,-107,-12.50,10
256,-107,-12.75,10
257,-107,-12.75,10
258,-107,-12.25,10
259,-107,-12.50,10
260,-107,-13.00,10
261,-107,-12.25,10
262,-107,-12.75,10
263,-108,-12.25,10
264,-107,-13.75,10
265,-108,-11.00,10
266,-108,-11.75,10
267,-107,-12.75,10
268,-107,-10.25,10
269,-107,-12.00,10
270,-107,-11.25,10
271,-107,-10.50,10
272,-107,-11.50,10
273,-108,-12.75,10
274,-108,-12.25,10
275,-108,-17.75,10
276,-108,-13.50,10
277,-107,-11.75,10
278,-108,-11.75,10
279,-107,-6.50,10
280,-107,-6.00,10
281,-107,-7.00,10
282,-107,-4.75,10
283,-107,-5.25,10
284,-107,-5.25,10
285,-107,-4.00,10
286,-107,-3.75,10
287,-107,-5.00,10
288,-107,-5.50,10
289,-107,-4.75,10
290,-107,-5.50,10
291,-106,-5.25,10
292,-106,-4.50,10
293,-107,-6.25,10
294,-107,-4.00,10
295,-107,-4.50,10
296,-107,-5.25,10
297,-107,-4.75,10
298,-107,-7.25,10
299,-107,-7.25,10
300,-107,-8.25,10
301,-107,-8.00,10
302,-107,-7.25,10
303,-106,-6.75,10
304,-107,-5.50,10
305,-107,-6.25,10
306,-106,-5.50,10
307,-106,-4.25,10
308,-107,-10.75,10
309,-107,-11.50,10
310,-107,-10.50,10
311,-107,-9.75,10
312,-107,-10.25,10
313,-108,-10.75,10
315,-108,-15.50,10
316,-107,-12.50,10
317,-107,-14.25,10
318,-108,-13.50,10
319,-107,-13.75,10
320,-108,-13.00,10
330,-108,-13.50,9
331,-107,-13.25,9
332,-107,-14.75,9
333,-107,-14.00,9
334,-107,-14.75,9
335,-107,-13.50,9
336,-107,-12.75,9
337,-108,-12.50,9
338,-107,-14.00,9
339,-107,-14.75,9
341,-107,-13.50,9
342,-107,-14.25,9
343,-107,-14.25,9
345,-107,-14.50,9
346,-107,-15.25,9
347,-107,-13.75,9
348,-107,-15.00,9
34<,-107,-16.25,9
351,-107,-17.00,9
34S,-107,-14.00,9
355,-107,-15.75,9
357,-107,-14.25,9
358,-107,-15.00,9
360,-108,-13.50,9
361,-108,-13.75,9
365,-107,-14.00,9
366,-107,-15.25,9
367,-107,-17.25,9
369,-107,-14.00,9
370,-107,-14.25,9
371,-107,-16.00,9
373,-108,-15.50,9
374,-107,-15.75,9
376,-107,-16.75,9
379,-107,-16.75,9
382,-107,-14.00,9
383,-107,-14.00,9
384,-107,-14.00,9
387,-107,-13.75,9
388,-107,-14.75,9
390,-107,-15.75,9
391,-107,-13.50,9
393,-107,-14.25,9
394,-107,-13.50,9
395,-107,-14.50,9
396,-107,-14.50,9
397,-107,-14.25,9
398,-107,-14.25,9
399,-107,-13.00,9
400,-109,-12.00,9
401,-108,-12.50,9
403,-108,-15.75,9
404,-109,-14.00,9
405,-108,-12.75,9
406,-108,-12.75,9
407,-108,-12.00,9
408,-109,-13.00,9
409,-108,-12.50,9
410,-108,-14.00,9
411,-108,-11.50,9
412,-108,-12.50,9
413,-108,-13.50,9
414,-108,-13.00,9
415,-108,-13.75,9
416,-108,-12.00,9
417,-108,-10.50,9
418,-108,-11.75,9
419,-108,-11.00,9
420,-108,-11.25,9
421,-108,-12.25,9
422,-108,-10.75,9
423,-108,-12.00,9
424,-109,-13.25,9
425,-108,-12.75,9
426,-108,-12.00,9
427,-108,-10.50,9
428,-108,-11.75,9
429,-108,-12.25,9
430,-108,-13.25,9
432,-108,-14.25,9
433,-108,-13.75,9
434,-108,-13.50,9
435,-108,-12.50,9
437,-109,-10.00,9
438,-108,-10.75,9
439,-108,-10.75,9
